Price,Close,Volume,SMA_50,EMA_50,RSI_14,Volatility
Ticker,AAPL,AAPL,,,,
Date,,,,,,
2022-03-15,151.81491088867188,92964300,163.99850006103514,161.40015888647602,44.03734996649851,6.797074579826431
2022-03-16,156.21987915039062,102300200,163.56410369873046,161.1970106615315,46.38677892119929,6.578452570878309
2022-03-17,157.22811889648438,75615400,163.19503875732423,161.04136784721592,45.02465442189992,6.399987380615582
2022-03-18,160.51715087890625,123511700,162.98521636962892,161.02081031904692,48.74998632631964,6.309945680946992
2022-03-21,161.88760375976562,95811400,162.85989715576173,161.05480221868297,52.417954687619414,6.267283036938107
2022-03-22,165.2549591064453,81532000,162.79860107421874,161.21951425349718,52.502209969352094,6.2276560939721355
2022-03-23,166.61566162109375,98062700,162.7641278076172,161.43112787575586,54.305548810429585,6.201073361082768
2022-03-24,170.3941192626953,90131400,162.74871520996095,161.7826177340672,61.59088482977515,6.180691930059127
2022-03-25,171.0303497314453,80546200,162.73722900390624,162.14527389082716,67.60271800695624,6.164410359527687
2022-03-28,171.8917999267578,90371900,162.80827850341797,162.52749059811856,71.20508484756925,6.250172384826055
2022-03-29,175.1808624267578,100589400,162.92790252685546,163.02370125806522,69.68289753175662,6.429656497755374
2022-03-30,174.01597595214844,92633200,163.08816650390625,163.4547708539116,75.71464922103954,6.605331709767254
2022-03-31,170.92269897460938,103049300,163.25636871337892,163.74763078021348,77.01088954742383,6.69682220197783
2022-04-01,170.62904357910156,78751300,163.45232818603515,164.0174901056601,85.90478638504086,6.767386086072001
2022-04-04,174.67184448242188,76468400,163.7702035522461,164.43530792435666,85.75801788244641,6.915016024109564
2022-04-05,171.36317443847656,73401800,164.03735321044923,164.70698896412608,74.53207832419795,6.945722579007463
2022-04-06,168.20140075683594,89058800,164.27724426269532,164.84402472070295,66.61721788197454,6.876542708717521
2022-04-07,168.50486755371094,77594700,164.5249639892578,164.9875871847425,63.298568788731586,6.799310889024949
2022-04-08,166.4981231689453,76575500,164.74173828125,165.04682389000536,57.5166936747379,6.6826710553647715
2022-04-11,162.24978637695312,72246700,164.65631530761718,164.93713614439548,45.23737092099211,6.6867611484672445
2022-04-12,164.11947631835938,79265200,164.52127624511718,164.9050710531784,46.10682793697816,6.6265925819890406
2022-04-13,166.80160522460938,70618900,164.44320373535157,164.97944494225413,44.19854351874713,6.575043376425706
2022-04-14,161.79949951171875,75329400,164.24103942871093,164.8547411998802,36.9355221165321,6.495768324703382
2022-04-18,161.5841522216797,69023900,164.0920544433594,164.72648280857823,35.1397499951604,6.468980598967809
2022-04-19,163.86495971679688,67723800,163.99436126708986,164.6926975892927,33.197709484017636,6.433996536983569
2022-04-20,163.6985626220703,67929800,163.90763244628906,164.65371190430358,34.21216567463746,6.407590957278402
2022-04-21,162.9056396484375,87227800,163.74298461914063,164.58516005113236,36.80312823073515,6.323222106827734
2022-04-22,158.37342834472656,84882400,163.4593048095703,164.34156272931256,32.29643135498479,6.237293901268466
2022-04-25,159.44039916992188,96046400,163.27840759277345,164.14936023678746,25.92823381884827,6.219690772618878
2022-04-26,153.4888153076172,95623200,163.04660888671876,163.7312996513298,23.929251502043527,6.36548643822362
2022-04-27,153.263671875,88063200,162.80560821533203,163.32080444441493,26.1712016302599,6.504493777473655
2022-04-28,160.1843719482422,130216800,162.62647338867188,163.19780709162384,39.040757804630395,6.449555144570579
2022-04-29,154.3208465576172,131747600,162.33476623535157,162.84969099225103,35.440104561960695,6.489449964290143
2022-05-02,154.6243133544922,123055300,162.12097839355468,162.52712716331934,39.93283763992998,6.564945286099244
2022-05-03,156.11219787597656,88966500,161.9678805541992,162.27556130891375,39.32112153610284,6.614842057511846
